,title,artist,top genre,year,added,bpm,Energy,Dance,dB,live,val,dur,acous,spch,pop
1,Calm Down (with Selena Gomez),Rema,afrobeats,2022,2023‑04‑30,107,81,80,-5,11,80,239,38,4,96
2,Perfect,Ed Sheeran,pop,2017,2023‑04‑30,95,45,60,-6,11,17,263,16,2,90
3,No Role Modelz,J. Cole,conscious hip hop,2014,2023‑04‑30,100,52,69,-8,5,49,293,32,34,90
4,El Merengue,Marshmello,brostep,2023,2023‑04‑30,124,68,78,-5,11,70,189,3,4,90
5,Watermelon Sugar,Harry Styles,pop,2019,2023‑04‑30,95,82,55,-4,34,56,174,12,5,89
6,Believer,Imagine Dragons,modern rock,2017,2023‑04‑30,125,78,78,-4,8,67,204,6,13,89
7,Gangsta's Paradise,Coolio,g funk,1995,2023‑04‑30,80,51,65,-10,40,39,241,7,6,88
8,Sunroof,Nicky Youre,,2021,2023‑04‑30,131,71,77,-5,15,84,163,35,4,88
9,Wake Me Up,Avicii,edm,2013,2023‑04‑30,124,78,53,-6,16,64,247,0,5,87
10,Mr. Brightside,The Killers,alternative rock,2004,2023‑04‑30,148,91,35,-5,10,24,223,0,7,87
11,The Nights,Avicii,edm,2014,2023‑04‑30,126,84,53,-5,25,65,177,2,4,87
12,There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2017,2023‑04‑30,122,81,87,-4,8,97,199,38,6,87
13,Take on Me,a-ha,new romantic,1985,2023‑04‑30,84,90,57,-8,9,88,225,2,5,87
14,Say You Won't Let Go,James Arthur,pop,2016,2023‑04‑30,85,56,36,-7,9,49,211,70,6,87
15,All Girls Are The Same,Juice WRLD,chicago rap,2018,2023‑04‑30,162,53,67,-7,9,20,166,8,31,87
16,Every Breath You Take,The Police,album rock,1983,2023‑04‑30,117,45,82,-10,7,74,254,54,3,87
17,STAY (with Justin Bieber),The Kid LAROI,australian hip hop,2021,2023‑04‑30,170,76,59,-5,10,48,142,4,5,86
18,good 4 u,Olivia Rodrigo,pop,2021,2023‑04‑30,167,66,56,-5,8,69,178,34,15,86
19,Hips Don't Lie (feat. Wyclef Jean),Shakira,colombian pop,2005,2023‑04‑30,100,82,78,-6,41,76,218,28,7,86
20,Thunder,Imagine Dragons,modern rock,2017,2023‑04‑30,168,82,61,-5,15,29,187,1,4,86
21,God's Plan,Drake,canadian hip hop,2018,2023‑04‑30,77,45,75,-9,55,36,199,3,11,86
22,HUMBLE.,Kendrick Lamar,conscious hip hop,2017,2023‑04‑30,150,62,91,-7,10,42,177,0,10,86
23,All of Me,John Legend,neo soul,2013,2023‑04‑30,120,26,42,-7,13,33,270,92,3,86
24,Livin' On A Prayer,Bon Jovi,glam metal,1986,2023‑04‑30,123,89,53,-4,29,80,249,8,3,86
25,Dream On,Aerosmith,album rock,1973,2023‑04‑30,78,48,39,-8,31,23,268,40,2,86
26,Beggin',Måneskin,indie rock italiano,2017,2023‑04‑30,134,80,71,-5,36,59,212,13,5,85
27,7 rings,Ariana Grande,pop,2019,2023‑04‑30,140,32,78,-11,9,33,179,59,33,85
28,Ni**as In Paris,JAY-Z,east coast hip hop,2011,2023‑04‑30,140,86,79,-6,35,78,219,13,31,85
29,rockstar (feat. 21 Savage),Post Malone,dfw rap,2018,2023‑04‑30,160,52,59,-6,13,13,218,12,7,85
30,Stay With Me,Sam Smith,pop,2014,2023‑04‑30,84,42,42,-6,11,18,173,59,4,85
31,Love Yourself,Justin Bieber,canadian pop,2015,2023‑04‑30,100,38,61,-10,28,52,234,84,44,85
32,Wet Dreamz,J. Cole,conscious hip hop,2014,2023‑04‑30,176,72,50,-8,11,54,239,7,36,85
33,Bound 2,Kanye West,chicago rap,2013,2023‑04‑30,149,67,37,-3,11,31,229,14,5,85
34,Lucid Dreams,Juice WRLD,chicago rap,2018,2023‑04‑30,84,57,51,-7,34,22,240,35,20,85
35,Thunderstruck,AC/DC,australian rock,1990,2023‑04‑30,134,89,50,-5,22,26,293,0,4,85
36,Back In Black,AC/DC,australian rock,1980,2023‑04‑30,188,70,31,-6,8,76,255,1,5,85
37,Highway to Hell,AC/DC,australian rock,1979,2023‑04‑30,116,91,57,-5,16,42,208,6,13,85
38,Losing My Religion,R.E.M.,alternative rock,1991,2023‑04‑30,126,86,67,-5,10,80,268,18,3,85
39,Hotel California - 2013 Remaster,Eagles,album rock,1976,2023‑04‑30,147,51,58,-9,6,61,391,1,3,85
40,Seven Nation Army,The White Stripes,alternative rock,2003,2023‑04‑30,124,45,74,-8,34,28,232,0,7,85
41,Fortunate Son,Creedence Clearwater Revival,classic rock,1969,2023‑04‑30,133,66,64,-8,15,66,141,20,4,85
42,Waiting For Love,Avicii,edm,2015,2023‑04‑30,128,74,58,-4,20,61,231,31,5,84
43,THATS WHAT I WANT,Lil Nas X,lgbtq+ hip hop,2021,2023‑04‑30,88,85,74,-5,5,55,144,1,22,84
44,bad guy,Billie Eilish,art pop,2019,2023‑04‑30,135,43,70,-11,10,56,194,33,38,84
45,Happier,Marshmello,brostep,2018,2023‑04‑30,100,79,69,-3,17,67,214,19,5,84
46,Young And Beautiful,Lana Del Rey,art pop,2013,2023‑04‑30,114,42,32,-9,11,15,236,26,4,84
47,Let Me Love You,DJ Snake,edm,2016,2023‑04‑30,100,72,65,-5,14,16,206,9,3,84
48,Here Comes The Sun - Remastered 2009,The Beatles,beatlesque,1969,2023‑04‑30,129,54,56,-10,18,39,186,3,3,84
49,Dancing Queen,ABBA,europop,1976,2023‑04‑30,101,87,54,-7,79,75,230,36,4,84
50,Ain't No Mountain High Enough,Marvin Gaye,classic soul,1967,2023‑04‑30,130,60,66,-11,18,80,152,43,3,84
51,Godzilla (feat. Juice WRLD),Eminem,detroit hip hop,2020,2023‑04‑30,166,75,81,-5,29,83,211,14,34,84
52,Jocelyn Flores,XXXTENTACION,emo rap,2017,2023‑04‑30,134,39,87,-9,30,44,119,47,24,84
53,Unforgettable,French Montana,hip hop,2017,2023‑04‑30,98,77,73,-5,10,73,234,3,12,84
54,Moonlight,XXXTENTACION,emo rap,2018,2023‑04‑30,128,54,92,-6,10,71,135,56,8,84
55,Fix You,Coldplay,permanent wave,2005,2023‑04‑30,138,42,21,-9,11,12,296,16,3,84
56,See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2015,2023‑04‑30,80,48,69,-8,6,28,230,37,8,84
57,Dile,Don Omar,latin hip hop,2003,2023‑04‑30,94,71,82,-8,4,71,205,18,14,84
58,LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,2017,2023‑04‑30,126,59,80,-7,15,78,213,26,9,84
59,Don't Stop Believin',Journey,album rock,1981,2023‑04‑30,119,75,50,-9,45,51,251,13,4,84
60,Empire State Of Mind,JAY-Z,east coast hip hop,2009,2023‑04‑30,174,96,49,-2,46,81,277,3,39,84
61,Sorry,Justin Bieber,canadian pop,2015,2023‑04‑30,100,76,65,-4,30,41,201,8,5,83
62,High Hopes,Panic! At The Disco,pop,2018,2023‑04‑30,82,90,58,-3,6,68,191,19,6,83
63,Hey Ya!,Outkast,atl hip hop,2003,2023‑04‑30,80,97,73,-2,17,97,235,10,7,83
64,I Like Me Better,Lauv,pop,2017,2023‑04‑30,92,51,75,-8,10,42,197,53,26,83
65,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,dance pop,2011,2023‑04‑30,129,94,67,-3,30,53,252,19,16,83
66,I Want It That Way,Backstreet Boys,boy band,1999,2023‑04‑30,99,69,69,-6,15,48,213,26,3,83
67,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,dance pop,1987,2023‑04‑30,119,82,71,-9,9,87,291,21,5,83
68,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,album rock,1983,2023‑04‑30,125,71,69,-7,12,88,217,23,3,83
69,The Box,Roddy Ricch,melodic rap,2019,2023‑04‑30,117,59,90,-7,79,64,197,10,6,83
70,Ballin' (with Roddy Ricch),Mustard,cali rap,2019,2023‑04‑30,97,55,81,-7,15,24,180,39,7,83
71,MIDDLE CHILD,J. Cole,conscious hip hop,2019,2023‑04‑30,124,36,84,-12,27,46,214,15,28,83
72,a lot,21 Savage,atl hip hop,2018,2023‑04‑30,146,64,84,-8,34,27,289,4,9,83
73,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2018,2023‑04‑30,90,52,76,-4,7,93,158,53,6,83
74,Yes Indeed,Lil Baby,atl hip hop,2018,2023‑04‑30,120,35,96,-9,11,56,142,4,53,83
75,XO Tour Llif3,Lil Uzi Vert,melodic rap,2017,2023‑04‑30,155,75,73,-6,11,40,183,0,23,83
76,Congratulations,Post Malone,dfw rap,2016,2023‑04‑30,123,80,63,-4,25,49,220,22,4,83
77,SAD!,XXXTENTACION,emo rap,2018,2023‑04‑30,75,61,74,-5,12,47,167,26,14,83
78,death bed (coffee for your head),Powfu,sad lo-fi,2020,2023‑04‑30,144,43,73,-9,70,35,173,73,14,83
79,Lose You To Love Me,Selena Gomez,pop,2019,2023‑04‑30,103,34,49,-9,21,10,206,56,4,83
80,Clocks,Coldplay,permanent wave,2002,2023‑04‑30,131,75,58,-7,18,26,308,60,3,83
81,You Shook Me All Night Long,AC/DC,australian rock,1980,2023‑04‑30,127,77,53,-6,39,76,210,0,6,83
82,Pa' Que Retozen,Tego Calderón,latin hip hop,2003,2023‑04‑30,92,86,82,-4,24,87,152,40,12,83
83,Yo Voy (feat. Daddy Yankee),Zion & Lennox,reggaeton,2004,2023‑04‑30,95,70,81,-6,5,55,232,4,24,83
84,All The Small Things,blink-182,alternative metal,1999,2023‑04‑30,149,90,43,-5,61,68,167,1,5,83
85,The Kids Aren't Alright,The Offspring,alternative metal,1998,2023‑04‑30,100,94,52,-4,6,77,180,1,3,83
86,Can't Stop,Red Hot Chili Peppers,alternative rock,2002,2023‑04‑30,91,94,62,-3,17,88,269,2,5,83
87,Under the Bridge,Red Hot Chili Peppers,alternative rock,1991,2023‑04‑30,85,35,56,-13,14,46,264,6,5,83
88,Zombie,The Cranberries,irish rock,1994,2023‑04‑30,167,65,31,-9,37,31,306,2,4,83
89,Californication,Red Hot Chili Peppers,alternative rock,1999,2023‑04‑30,96,77,59,-3,13,33,330,0,3,83
90,Back To You,Lost Frequencies,belgian edm,2022,2023‑04‑30,116,55,68,-7,19,41,156,23,3,83
91,No Surprises,Radiohead,alternative rock,1997,2023‑04‑30,76,39,26,-11,11,12,229,6,3,82
92,Mood (feat. iann dior),24kGoldn,cali rap,2020,2023‑04‑30,91,72,70,-4,32,73,141,17,4,82
93,Electric Love,BØRNS,indie poptimism,2015,2023‑04‑30,120,80,61,-8,26,52,218,1,5,82
94,Sucker,Jonas Brothers,boy band,2019,2023‑04‑30,138,73,84,-5,11,95,181,4,6,82
95,"thank u, next",Ariana Grande,pop,2018,2023‑04‑30,107,65,72,-6,10,41,207,23,7,82
96,Sweet but Psycho,Ava Max,pop,2018,2023‑04‑30,133,71,72,-5,17,62,187,7,5,82
97,Don't Stop The Music,Rihanna,barbadian pop,2008,2023‑04‑30,123,67,84,-6,5,54,267,3,6,82
98,Classic,MKTO,pop,2012,2023‑04‑30,102,79,72,-5,16,76,175,4,12,82
99,Let You Down,NF,hip hop,2017,2023‑04‑30,148,71,66,-6,18,46,212,31,12,82
100,Young Dumb & Broke,Khalid,pop,2017,2023‑04‑30,137,54,80,-6,17,39,203,20,4,82
101,Mercy,Shawn Mendes,canadian pop,2016,2023‑04‑30,148,66,56,-5,11,36,209,13,8,82
102,In the Name of Love,Martin Garrix,dutch edm,2016,2023‑04‑30,134,52,50,-6,45,17,196,11,4,82
103,Wannabe,Spice Girls,dance pop,1996,2023‑04‑30,110,86,77,-6,16,89,173,10,3,82
104,No Scrubs,TLC,atl hip hop,1999,2023‑04‑30,93,68,74,-4,7,59,214,3,10,82
105,What's Up?,4 Non Blondes,new wave pop,1992,2023‑04‑30,134,56,56,-10,11,45,296,16,3,82
106,Sweet Home Alabama,Lynyrd Skynyrd,album rock,1974,2023‑04‑30,98,61,60,-12,9,89,284,18,3,82
107,Ransom,Lil Tecca,melodic rap,2019,2023‑04‑30,180,64,75,-6,7,23,131,2,29,82
108,Going Bad (feat. Drake),Meek Mill,hip hop,2018,2023‑04‑30,86,50,89,-6,25,54,181,26,9,82
109,Look At Me!,XXXTENTACION,emo rap,2017,2023‑04‑30,139,73,76,-6,10,35,126,26,28,82
110,Stronger,Kanye West,chicago rap,2007,2023‑04‑30,104,72,62,-8,41,49,312,1,15,82
111,Love Me,Lil Wayne,hip hop,2013,2023‑04‑30,125,63,67,-6,9,50,255,1,3,82
112,Better Now,Post Malone,dfw rap,2018,2023‑04‑30,145,58,68,-6,14,34,231,33,4,82
113,Stuck with U (with Justin Bieber),Ariana Grande,pop,2020,2023‑04‑30,179,45,60,-7,38,54,228,22,4,82
114,A Thousand Years,Christina Perri,pop,2011,2023‑04‑30,139,41,42,-7,11,16,285,31,3,82
115,Chasing Cars,Snow Patrol,irish rock,2006,2023‑04‑30,104,60,56,-5,13,14,268,20,3,82
116,RAPSTAR,Polo G,chicago rap,2021,2023‑04‑30,81,54,79,-7,13,44,166,41,24,82
117,Robbery,Juice WRLD,chicago rap,2019,2023‑04‑30,80,69,62,-5,15,57,240,33,5,82
118,Silence,Marshmello,brostep,2017,2023‑04‑30,142,76,52,-3,17,29,181,26,9,82
119,The Middle,Jimmy Eat World,alternative metal,2001,2023‑04‑30,162,85,64,-5,6,90,166,4,5,82
120,Martin & Gina,Polo G,chicago rap,2020,2023‑04‑30,94,53,83,-8,17,12,133,35,25,82
121,Last Resort,Papa Roach,alternative metal,2001,2023‑04‑30,91,89,59,-4,20,69,200,0,6,82
122,Otherside,Red Hot Chili Peppers,alternative rock,1999,2023‑04‑30,123,80,46,-3,8,51,255,0,6,82
123,"You're Gonna Go Far, Kid",The Offspring,alternative metal,2008,2023‑04‑30,126,92,55,-3,20,60,178,0,6,82
124,Levels - Radio Edit,Avicii,edm,2013,2023‑04‑30,126,89,58,-6,31,46,200,5,3,82
125,Feel So Close - Radio Edit,Calvin Harris,edm,2012,2023‑04‑30,128,92,71,-3,20,92,206,0,3,82
126,Time of Our Lives,Pitbull,dance pop,2014,2023‑04‑30,124,80,72,-6,69,72,229,9,6,82
127,Mon Amour - Remix,zzoilo,latin talent show,2021,2023‑04‑30,116,76,75,-7,10,36,180,12,10,81
128,Bad Liar,Imagine Dragons,modern rock,2018,2023‑04‑30,178,64,38,-7,37,8,261,7,7,81
129,Wolves,Selena Gomez,pop,2017,2023‑04‑30,125,80,72,-5,20,31,198,12,4,81
130,Havana (feat. Young Thug),Camila Cabello,dance pop,2017,2023‑04‑30,105,52,77,-4,13,39,217,18,3,81
131,Despacito,Luis Fonsi,latin pop,2017,2023‑04‑30,178,80,66,-5,7,84,229,20,15,81
132,Galway Girl,Ed Sheeran,pop,2017,2023‑04‑30,100,88,62,-3,33,78,171,7,10,81
133,More Than You Know,Axwell /\ Ingrosso,edm,2017,2023‑04‑30,123,74,65,-5,31,57,203,3,3,81
134,Brown Eyed Girl,Van Morrison,classic rock,1967,2023‑04‑30,151,58,49,-11,41,91,183,19,4,81
135,Girls Just Want to Have Fun,Cyndi Lauper,dance pop,1983,2023‑04‑30,120,80,71,-5,35,73,238,22,3,81
136,Wake Me Up Before You Go-Go,Wham!,new romantic,1984,2023‑04‑30,82,57,62,-12,6,90,231,27,4,81
137,Stand by Me,Ben E. King,rock-and-roll,1962,2023‑04‑30,118,31,65,-9,7,61,180,57,4,81
138,Mo Bamba,Sheck Wes,pop rap,2017,2023‑04‑30,146,63,73,-5,25,26,184,19,3,81
139,Violent Crimes,Kanye West,chicago rap,2018,2023‑04‑30,110,42,67,-7,19,4,215,38,52,81
140,Gold Digger,Kanye West,chicago rap,2005,2023‑04‑30,93,70,63,-6,6,62,208,2,35,81
141,Not Afraid,Eminem,detroit hip hop,2010,2023‑04‑30,115,95,86,-1,21,67,248,53,26,81
142,champagne problems,Taylor Swift,pop,2020,2023‑04‑30,171,24,46,-12,11,32,244,92,4,81
143,7 Years,Lukas Graham,danish pop,2016,2023‑04‑30,120,47,77,-6,39,34,237,29,5,81
144,Someone Like You,Adele,british soul,2011,2023‑04‑30,135,32,56,-8,10,29,285,89,3,81
145,How to Save a Life,The Fray,neo mellow,2005,2023‑04‑30,122,74,64,-4,10,36,263,27,4,81
146,I'm Yours,Jason Mraz,acoustic pop,2008,2023‑04‑30,151,44,70,-9,10,71,243,56,4,81
147,I Fall Apart,Post Malone,dfw rap,2016,2023‑04‑30,144,54,56,-5,20,29,223,7,4,81
148,What's My Age Again?,blink-182,alternative metal,1999,2023‑04‑30,158,95,39,-7,9,47,148,1,7,81
149,Run This Town,JAY-Z,east coast hip hop,2009,2023‑04‑30,87,92,63,-2,26,44,268,28,29,81
150,Homecoming,Kanye West,chicago rap,2007,2023‑04‑30,87,75,67,-7,12,92,203,34,19,81
151,California Dreamin' - Single Version,The Mamas & The Papas,classic rock,1966,2023‑04‑30,112,61,55,-10,5,64,162,35,3,81
152,Mr. Blue Sky,Electric Light Orchestra,album rock,1977,2023‑04‑30,178,34,39,-10,25,48,303,65,3,81
153,Snow (Hey Oh),Red Hot Chili Peppers,alternative rock,2006,2023‑04‑30,105,90,43,-4,12,60,335,12,5,81
154,She Will Be Loved - Radio Mix,Maroon 5,pop,2002,2023‑04‑30,102,66,65,-6,10,47,259,23,3,81
155,This Love,Maroon 5,pop,2002,2023‑04‑30,95,86,71,-5,9,81,206,5,4,81
156,It's My Life,Bon Jovi,glam metal,2000,2023‑04‑30,120,91,55,-4,35,54,224,3,5,81
157,November Rain,Guns N' Roses,glam metal,1991,2023‑04‑30,80,64,29,-9,11,23,536,2,3,81
158,Where Is The Love?,Black Eyed Peas,dance pop,2003,2023‑04‑30,94,70,83,-3,13,81,273,11,18,81
159,Somebody Told Me,The Killers,alternative rock,2004,2023‑04‑30,138,97,50,-5,10,69,197,0,8,80
160,Eastside (with Halsey & Khalid),benny blanco,pop,2018,2023‑04‑30,90,69,63,-8,20,33,171,55,24,80
161,"GONE, GONE / THANK YOU","Tyler, The Creator",hip hop,2019,2023‑04‑30,79,49,52,-8,15,47,375,22,19,80
162,MIA,Bad Bunny,reggaeton,2018,2023‑04‑30,97,54,82,-6,10,16,210,1,6,80
163,All Star,Smash Mouth,pop rock,1999,2023‑04‑30,104,87,73,-6,9,78,200,4,3,80
164,IDGAF,Dua Lipa,dance pop,2017,2023‑04‑30,97,54,84,-6,8,51,218,4,9,80
